[2024-10-12 17:56:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-12 18:07:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery-rtl.min.css?simply_static_page=8959
[2024-10-12 18:07:36] [class-ss-url-fetcher.php:103] Filesize: 6188 bytes
[2024-10-12 18:07:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery-rtl.min.css
[2024-10-12 18:07:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abae81c4ad-021LOC.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery-rtl.min.css
[2024-10-12 18:07:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:36] [class-ss-page.php:119] Checking Content Identical:497da8eff9a435f393713834fdee95b430d4a614===. Value: FALSE
[2024-10-12 18:07:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery.min.css
[2024-10-12 18:07:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 915
[2024-10-12 18:07:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abae90abc8-wx26jO.tmp
[2024-10-12 18:07:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery.min.css?simply_static_page=8960
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery.min.css?simply_static_page=8960
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:103] Filesize: 6188 bytes
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery.min.css
[2024-10-12 18:07:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abae90abc8-wx26jO.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-gallery.min.css
[2024-10-12 18:07:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:37] [class-ss-page.php:119] Checking Content Identical:497da8eff9a435f393713834fdee95b430d4a614===. Value: FALSE
[2024-10-12 18:07:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget-rtl.min.css
[2024-10-12 18:07:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 915
[2024-10-12 18:07:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaeabf870-hcBcxL.tmp
[2024-10-12 18:07:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget-rtl.min.css?simply_static_page=8961
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget-rtl.min.css?simply_static_page=8961
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:103] Filesize: 972 bytes
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget-rtl.min.css
[2024-10-12 18:07:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaeabf870-hcBcxL.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget-rtl.min.css
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:39] [class-ss-page.php:119] Checking Content Identical:3b25897be3c332f7b087a56cfc59808aa1570d42===. Value: FALSE
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget.min.css
[2024-10-12 18:07:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 915
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaeb51921-3SmKkx.tmp
[2024-10-12 18:07:39] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget.min.css?simply_static_page=8962
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget.min.css?simply_static_page=8962
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:103] Filesize: 972 bytes
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget.min.css
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaeb51921-3SmKkx.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-global-widget.min.css
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:39] [class-ss-page.php:119] Checking Content Identical:3b25897be3c332f7b087a56cfc59808aa1570d42===. Value: FALSE
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot-rtl.min.css
[2024-10-12 18:07:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 915
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaeba6a3f-QLJ40v.tmp
[2024-10-12 18:07:39] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot-rtl.min.css?simply_static_page=8963
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot-rtl.min.css?simply_static_page=8963
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:103] Filesize: 5367 bytes
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot-rtl.min.css
[2024-10-12 18:07:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaeba6a3f-QLJ40v.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot-rtl.min.css
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:39] [class-ss-page.php:119] Checking Content Identical:189f43b054e36af47b072c2b5e7f82a4479f1d13===. Value: FALSE
[2024-10-12 18:07:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot.min.css
[2024-10-12 18:07:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 915
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaec05f50-p1mWU6.tmp
[2024-10-12 18:07:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot.min.css?simply_static_page=8964
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot.min.css?simply_static_page=8964
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:103] Filesize: 5367 bytes
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot.min.css
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaec05f50-p1mWU6.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-hotspot.min.css
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:40] [class-ss-page.php:119] Checking Content Identical:189f43b054e36af47b072c2b5e7f82a4479f1d13===. Value: FALSE
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder-rtl.min.css
[2024-10-12 18:07:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 915
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaec576de-5UYGOA.tmp
[2024-10-12 18:07:40] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder-rtl.min.css?simply_static_page=8965
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder-rtl.min.css?simply_static_page=8965
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:103] Filesize: 20186 bytes
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder-rtl.min.css
[2024-10-12 18:07:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaec576de-5UYGOA.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder-rtl.min.css
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:40] [class-ss-page.php:119] Checking Content Identical:ed889f64398d654dcebff7fb47cd0c92dfde0486===. Value: FALSE
[2024-10-12 18:07:40] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder.min.css
[2024-10-12 18:07:40] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 915
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaed09ed0-0dwozB.tmp
[2024-10-12 18:07:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder.min.css?simply_static_page=8966
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder.min.css?simply_static_page=8966
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:103] Filesize: 20148 bytes
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder.min.css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaed09ed0-0dwozB.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-builder.min.css
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:41] [class-ss-page.php:119] Checking Content Identical:fd72802c6e6245430368ceb809b7a1d146c53680===. Value: FALSE
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter-rtl.min.css
[2024-10-12 18:07:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 915
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaed67830-mZFkk1.tmp
[2024-10-12 18:07:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter-rtl.min.css?simply_static_page=8967
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter-rtl.min.css?simply_static_page=8967
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:103] Filesize: 2990 bytes
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter-rtl.min.css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaed67830-mZFkk1.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter-rtl.min.css
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:41] [class-ss-page.php:119] Checking Content Identical:66306fcf082c8dc6bc5e266c7f6fdb0e813a800a===. Value: FALSE
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter.min.css
[2024-10-12 18:07:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 915
[2024-10-12 18:07:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaedc593a-12m3gT.tmp
[2024-10-12 18:07:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter.min.css?simply_static_page=8968
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter.min.css?simply_static_page=8968
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:103] Filesize: 2990 bytes
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter.min.css
[2024-10-12 18:07:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaedc593a-12m3gT.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-loop-filter.min.css
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:42] [class-ss-page.php:119] Checking Content Identical:66306fcf082c8dc6bc5e266c7f6fdb0e813a800a===. Value: FALSE
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie-rtl.min.css
[2024-10-12 18:07:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 915
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaee4b075-UcFleF.tmp
[2024-10-12 18:07:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie-rtl.min.css?simply_static_page=8969
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie-rtl.min.css?simply_static_page=8969
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:103] Filesize: 547 bytes
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie-rtl.min.css
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaee4b075-UcFleF.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie-rtl.min.css
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:42] [class-ss-page.php:119] Checking Content Identical:eaf72c7f0a6e96bb9761188114287ee268c7c788===. Value: FALSE
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie.min.css
[2024-10-12 18:07:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 915
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaee92ab7-7Ynspz.tmp
[2024-10-12 18:07:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie.min.css?simply_static_page=8970
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie.min.css?simply_static_page=8970
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:103] Filesize: 547 bytes
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie.min.css
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaee92ab7-7Ynspz.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-lottie.min.css
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:42] [class-ss-page.php:119] Checking Content Identical:eaf72c7f0a6e96bb9761188114287ee268c7c788===. Value: FALSE
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu-rtl.min.css
[2024-10-12 18:07:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 915
[2024-10-12 18:07:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaeeefbe6-wsOyLg.tmp
[2024-10-12 18:07:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu-rtl.min.css?simply_static_page=8971
[2024-10-12 18:07:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu-rtl.min.css?simply_static_page=8971
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:103] Filesize: 19764 bytes
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu-rtl.min.css
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670abaeeefbe6-wsOyLg.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu-rtl.min.css
[2024-10-12 18:07:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:07:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:07:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:07:43] [class-ss-page.php:119] Checking Content Identical:7bd46825ebd105d37233da5c698bc71bb1047555===. Value: FALSE
[2024-10-12 18:07:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu.min.css
[2024-10-12 18:07:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 915
[2024-10-12 18:07:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670abaef891a1-Op71R7.tmp
[2024-10-12 18:07:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu.min.css?simply_static_page=8972
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu.min.css?simply_static_page=8972
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:103] Filesize: 19765 bytes
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 18:07:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro_v3.23.3/assets/css/widget-mega-menu.min.css
